,x,y
0,-0.461801321,-0.353294855
1,-0.461801321,-0.353294855
2,-0.461801321,-0.353294855
3,-0.888082316,0.859274564
4,1.364091768,0.120366001
5,-0.461801321,-0.353294855
6,-0.461801321,-0.353294855
7,-0.461801321,-0.353294855
8,-0.461801321,-0.353294855
9,-0.461801321,-0.353294855
10,-0.888082316,0.859274564
11,-0.888082316,0.859274564
12,1.364091768,0.120366001
13,1.364091768,0.120366001
14,-0.461801321,-0.353294855
15,1.364091768,0.120366001
16,1.364091768,0.120366001
